Code,Area,Year,Measure,Value,
E09000029,Sutton,Year ending Dec 2013,Median,"250,000",
E09000030,Tower Hamlets,Year ending Dec 2013,Median,"329,000",
E09000031,Waltham Forest,Year ending Dec 2013,Median,"265,000",
E09000032,Wandsworth,Year ending Dec 2013,Median,"465,000",
E09000033,Westminster,Year ending Dec 2013,Median,"725,000",
E12000001,North East,Year ending Dec 2013,Median,"122,500",
E12000002,North West,Year ending Dec 2013,Median,"132,000",
E12000003,Yorkshire And The Humber,Year ending Dec 2013,Median,"134,950",
E12000004,East Midlands,Year ending Dec 2013,Median,"141,500",
E12000005,West Midlands,Year ending Dec 2013,Median,"149,995",
E12000006,East of England,Year ending Dec 2013,Median,"200,000",
E12000007,London,Year ending Dec 2013,Median,"323,000",
E12000008,South East,Year ending Dec 2013,Median,"235,000",
E12000009,South West,Year ending Dec 2013,Median,"190,000",
E92000001,England,Year ending Dec 2013,Median,"188,000",
W92000060,Wales,Year ending Dec 2013,Median,"135,000",
K04000057,England And Wales,Year ending Dec 2013,Median,"185,000",
E09000001,City of London,Year ending Mar 2014,Median,"625,000",
E09000002,Barking and Dagenham,Year ending Mar 2014,Median,"185,050",
E09000003,Barnet,Year ending Mar 2014,Median,"360,000",
E09000004,Bexley,Year ending Mar 2014,Median,"230,000",
E09000005,Brent,Year ending Mar 2014,Median,"355,000",
E09000006,Bromley,Year ending Mar 2014,Median,"299,995",
E09000007,Camden,Year ending Mar 2014,Median,"610,000",
E09000008,Croydon,Year ending Mar 2014,Median,"245,000",
E09000009,Ealing,Year ending Mar 2014,Median,"340,000",
E09000010,Enfield,Year ending Mar 2014,Median,"260,000",
E09000011,Greenwich,Year ending Mar 2014,Median,"282,500",
E09000012,Hackney,Year ending Mar 2014,Median,"386,000",
E09000013,Hammersmith and Fulham,Year ending Mar 2014,Median,"575,000",
E09000014,Haringey,Year ending Mar 2014,Median,"350,000",
E09000015,Harrow,Year ending Mar 2014,Median,"330,000",
E09000016,Havering,Year ending Mar 2014,Median,"237,000",
E09000017,Hillingdon,Year ending Mar 2014,Median,"275,000",
E09000018,Hounslow,Year ending Mar 2014,Median,"289,000",
E09000019,Islington,Year ending Mar 2014,Median,"476,000",
E09000020,Kensington and Chelsea,Year ending Mar 2014,Median,"1,000,000",
E09000021,Kingston upon Thames,Year ending Mar 2014,Median,"345,000",
E09000022,Lambeth,Year ending Mar 2014,Median,"366,000",
E09000023,Lewisham,Year ending Mar 2014,Median,"271,000",
E09000024,Merton,Year ending Mar 2014,Median,"332,500",
E09000025,Newham,Year ending Mar 2014,Median,"234,250",
E09000026,Redbridge,Year ending Mar 2014,Median,"280,000",
E09000027,Richmond upon Thames,Year ending Mar 2014,Median,"479,950",
E09000028,Southwark,Year ending Mar 2014,Median,"360,000",
E09000029,Sutton,Year ending Mar 2014,Median,"250,000",
E09000030,Tower Hamlets,Year ending Mar 2014,Median,"346,875",
E09000031,Waltham Forest,Year ending Mar 2014,Median,"275,000",
E09000032,Wandsworth,Year ending Mar 2014,Median,"482,500",
E09000033,Westminster,Year ending Mar 2014,Median,"750,000",
E12000001,North East,Year ending Mar 2014,Median,"124,000",
E12000002,North West,Year ending Mar 2014,Median,"133,000",
E12000003,Yorkshire And The Humber,Year ending Mar 2014,Median,"135,000",
E12000004,East Midlands,Year ending Mar 2014,Median,"143,000",
E12000005,West Midlands,Year ending Mar 2014,Median,"150,000",
E12000006,East of England,Year ending Mar 2014,Median,"200,000",
E12000007,London,Year ending Mar 2014,Median,"330,000",
E12000008,South East,Year ending Mar 2014,Median,"238,000",
E12000009,South West,Year ending Mar 2014,Median,"192,000",
E92000001,England,Year ending Mar 2014,Median,"190,000",
W92000061,Wales,Year ending Mar 2014,Median,"135,000",
K04000058,England And Wales,Year ending Mar 2014,Median,"185,000",
E09000001,City of London,Year ending Jun 2014,Median,"640,000",
E09000002,Barking and Dagenham,Year ending Jun 2014,Median,"193,000",
E09000003,Barnet,Year ending Jun 2014,Median,"375,000",
E09000004,Bexley,Year ending Jun 2014,Median,"240,000",
E09000005,Brent,Year ending Jun 2014,Median,"365,000",
E09000006,Bromley,Year ending Jun 2014,Median,"310,000",
E09000007,Camden,Year ending Jun 2014,Median,"635,000",
E09000008,Croydon,Year ending Jun 2014,Median,"249,950",
E09000009,Ealing,Year ending Jun 2014,Median,"346,525",
E09000010,Enfield,Year ending Jun 2014,Median,"270,000",
E09000011,Greenwich,Year ending Jun 2014,Median,"303,300",
E09000012,Hackney,Year ending Jun 2014,Median,"404,125",
E09000013,Hammersmith and Fulham,Year ending Jun 2014,Median,"595,000",
E09000014,Haringey,Year ending Jun 2014,Median,"367,750",
E09000015,Harrow,Year ending Jun 2014,Median,"345,000",
E09000016,Havering,Year ending Jun 2014,Median,"245,000",
E09000017,Hillingdon,Year ending Jun 2014,Median,"282,000",
E09000018,Hounslow,Year ending Jun 2014,Median,"300,000",
E09000019,Islington,Year ending Jun 2014,Median,"490,000",
E09000020,Kensington and Chelsea,Year ending Jun 2014,Median,"1,100,000",
E09000021,Kingston upon Thames,Year ending Jun 2014,Median,"355,000",
E09000022,Lambeth,Year ending Jun 2014,Median,"390,000",
E09000023,Lewisham,Year ending Jun 2014,Median,"285,000",
E09000024,Merton,Year ending Jun 2014,Median,"350,000",
E09000025,Newham,Year ending Jun 2014,Median,"240,000",
E09000026,Redbridge,Year ending Jun 2014,Median,"285,000",
E09000027,Richmond upon Thames,Year ending Jun 2014,Median,"495,000",
E09000028,Southwark,Year ending Jun 2014,Median,"372,500",
E09000029,Sutton,Year ending Jun 2014,Median,"260,000",
E09000030,Tower Hamlets,Year ending Jun 2014,Median,"360,000",
E09000031,Waltham Forest,Year ending Jun 2014,Median,"285,000",
E09000032,Wandsworth,Year ending Jun 2014,Median,"500,000",
E09000033,Westminster,Year ending Jun 2014,Median,"795,000",
E12000001,North East,Year ending Jun 2014,Median,"124,995",
E12000002,North West,Year ending Jun 2014,Median,"135,000",
E12000003,Yorkshire And The Humber,Year ending Jun 2014,Median,"137,000",
E12000004,East Midlands,Year ending Jun 2014,Median,"145,000",
E12000005,West Midlands,Year ending Jun 2014,Median,"152,500",
E12000006,East of England,Year ending Jun 2014,Median,"205,000",
E12000007,London,Year ending Jun 2014,Median,"340,500",
E12000008,South East,Year ending Jun 2014,Median,"240,000",
E12000009,South West,Year ending Jun 2014,Median,"195,000",
E92000001,England,Year ending Jun 2014,Median,"191,995",
W92000062,Wales,Year ending Jun 2014,Median,"136,000",
K04000059,England And Wales,Year ending Jun 2014,Median,"189,000",
E09000001,City of London,Year ending Sep 2014,Median,"700,000",
E09000002,Barking and Dagenham,Year ending Sep 2014,Median,"205,000",
E09000003,Barnet,Year ending Sep 2014,Median,"390,000",
E09000004,Bexley,Year ending Sep 2014,Median,"249,000",
E09000005,Brent,Year ending Sep 2014,Median,"374,975",
E09000006,Bromley,Year ending Sep 2014,Median,"325,000",
E09000007,Camden,Year ending Sep 2014,Median,"650,000",
E09000008,Croydon,Year ending Sep 2014,Median,"250,000",
E09000009,Ealing,Year ending Sep 2014,Median,"369,500",
E09000010,Enfield,Year ending Sep 2014,Median,"280,000",
E09000011,Greenwich,Year ending Sep 2014,Median,"310,000",
E09000012,Hackney,Year ending Sep 2014,Median,"420,000",
E09000013,Hammersmith and Fulham,Year ending Sep 2014,Median,"625,000",
E09000014,Haringey,Year ending Sep 2014,Median,"385,000",
E09000015,Harrow,Year ending Sep 2014,Median,"355,000",
E09000016,Havering,Year ending Sep 2014,Median,"249,995",
E09000017,Hillingdon,Year ending Sep 2014,Median,"295,000",
E09000018,Hounslow,Year ending Sep 2014,Median,"310,000",
E09000019,Islington,Year ending Sep 2014,Median,"500,000",
E09000020,Kensington and Chelsea,Year ending Sep 2014,Median,"1,150,000",
E09000021,Kingston upon Thames,Year ending Sep 2014,Median,"373,750",
E09000022,Lambeth,Year ending Sep 2014,Median,"407,000",
E09000023,Lewisham,Year ending Sep 2014,Median,"299,725",
E09000024,Merton,Year ending Sep 2014,Median,"375,000",
E09000025,Newham,Year ending Sep 2014,Median,"250,000",
E09000026,Redbridge,Year ending Sep 2014,Median,"290,000",
E09000027,Richmond upon Thames,Year ending Sep 2014,Median,"510,000",
E09000028,Southwark,Year ending Sep 2014,Median,"399,950",
E09000029,Sutton,Year ending Sep 2014,Median,"272,000",
E09000030,Tower Hamlets,Year ending Sep 2014,Median,"375,000",
E09000031,Waltham Forest,Year ending Sep 2014,Median,"300,000",
E09000032,Wandsworth,Year ending Sep 2014,Median,"515,000",
E09000033,Westminster,Year ending Sep 2014,Median,"830,000",
E12000001,North East,Year ending Sep 2014,Median,"125,000",
E12000002,North West,Year ending Sep 2014,Median,"137,000",
E12000003,Yorkshire And The Humber,Year ending Sep 2014,Median,"138,500",
E12000004,East Midlands,Year ending Sep 2014,Median,"148,500",
E12000005,West Midlands,Year ending Sep 2014,Median,"155,000",
E12000006,East of England,Year ending Sep 2014,Median,"210,000",
E12000007,London,Year ending Sep 2014,Median,"353,000",
E12000008,South East,Year ending Sep 2014,Median,"245,000",
E12000009,South West,Year ending Sep 2014,Median,"199,000",
E92000001,England,Year ending Sep 2014,Median,"195,000",
W92000063,Wales,Year ending Sep 2014,Median,"138,000",
K04000060,England And Wales,Year ending Sep 2014,Median,"190,000",
E09000001,City of London,Year ending Dec 2014,Median,"769,100",
E09000002,Barking and Dagenham,Year ending Dec 2014,Median,"215,000",
E09000003,Barnet,Year ending Dec 2014,Median,"400,000",
E09000004,Bexley,Year ending Dec 2014,Median,"250,000",
E09000005,Brent,Year ending Dec 2014,Median,"385,000",
E09000006,Bromley,Year ending Dec 2014,Median,"335,000",
E09000007,Camden,Year ending Dec 2014,Median,"675,000",
E09000008,Croydon,Year ending Dec 2014,Median,"265,000",
E09000009,Ealing,Year ending Dec 2014,Median,"387,775",
E09000010,Enfield,Year ending Dec 2014,Median,"285,000",
E09000011,Greenwich,Year ending Dec 2014,Median,"317,500",
E09000012,Hackney,Year ending Dec 2014,Median,"430,000",
E09000013,Hammersmith and Fulham,Year ending Dec 2014,Median,"661,000",
E09000014,Haringey,Year ending Dec 2014,Median,"405,000",
E09000015,Harrow,Year ending Dec 2014,Median,"370,000",
E09000016,Havering,Year ending Dec 2014,Median,"250,000",
E09000017,Hillingdon,Year ending Dec 2014,Median,"305,750",
E09000018,Hounslow,Year ending Dec 2014,Median,"319,950",
E09000019,Islington,Year ending Dec 2014,Median,"535,000",
E09000020,Kensington and Chelsea,Year ending Dec 2014,Median,"1,197,500",
E09000021,Kingston upon Thames,Year ending Dec 2014,Median,"385,000",
E09000022,Lambeth,Year ending Dec 2014,Median,"420,000",
E09000023,Lewisham,Year ending Dec 2014,Median,"315,000",
E09000024,Merton,Year ending Dec 2014,Median,"385,000",
E09000025,Newham,Year ending Dec 2014,Median,"250,000",
E09000026,Redbridge,Year ending Dec 2014,Median,"300,000",
E09000027,Richmond upon Thames,Year ending Dec 2014,Median,"534,995",
E09000028,Southwark,Year ending Dec 2014,Median,"420,000",
E09000029,Sutton,Year ending Dec 2014,Median,"285,000",
E09000030,Tower Hamlets,Year ending Dec 2014,Median,"385,000",
E09000031,Waltham Forest,Year ending Dec 2014,Median,"320,000",
E09000032,Wandsworth,Year ending Dec 2014,Median,"532,250",
E09000033,Westminster,Year ending Dec 2014,Median,"875,000",
E12000001,North East,Year ending Dec 2014,Median,"125,125",
E12000002,North West,Year ending Dec 2014,Median,"138,500",
E12000003,Yorkshire And The Humber,Year ending Dec 2014,Median,"139,995",
E12000004,East Midlands,Year ending Dec 2014,Median,"150,000",
E12000005,West Midlands,Year ending Dec 2014,Median,"156,000",
E12000006,East of England,Year ending Dec 2014,Median,"215,000",
E12000007,London,Year ending Dec 2014,Median,"365,000",
E12000008,South East,Year ending Dec 2014,Median,"249,950",
E12000009,South West,Year ending Dec 2014,Median,"200,000",
E92000001,England,Year ending Dec 2014,Median,"198,000",
W92000064,Wales,Year ending Dec 2014,Median,"140,000",
K04000061,England And Wales,Year ending Dec 2014,Median,"195,000",
E09000001,City of London,Year ending Mar 2015,Median,"806,250",
E09000002,Barking and Dagenham,Year ending Mar 2015,Median,"220,000",
E09000003,Barnet,Year ending Mar 2015,Median,"415,000",
E09000004,Bexley,Year ending Mar 2015,Median,"260,000",
E09000005,Brent,Year ending Mar 2015,Median,"399,950",
E09000006,Bromley,Year ending Mar 2015,Median,"350,000",
E09000007,Camden,Year ending Mar 2015,Median,"680,000",
E09000008,Croydon,Year ending Mar 2015,Median,"275,000",
E09000009,Ealing,Year ending Mar 2015,Median,"400,000",
E09000010,Enfield,Year ending Mar 2015,Median,"299,950",
E09000011,Greenwich,Year ending Mar 2015,Median,"320,000",
E09000012,Hackney,Year ending Mar 2015,Median,"433,493",
E09000013,Hammersmith and Fulham,Year ending Mar 2015,Median,"685,250",
E09000014,Haringey,Year ending Mar 2015,Median,"418,000",
E09000015,Harrow,Year ending Mar 2015,Median,"380,000",
E09000016,Havering,Year ending Mar 2015,Median,"260,000",
E09000017,Hillingdon,Year ending Mar 2015,Median,"318,000",
E09000018,Hounslow,Year ending Mar 2015,Median,"322,000",
E09000019,Islington,Year ending Mar 2015,Median,"550,000",
E09000020,Kensington and Chelsea,Year ending Mar 2015,Median,"1,210,000",
E09000021,Kingston upon Thames,Year ending Mar 2015,Median,"392,130",
E09000022,Lambeth,Year ending Mar 2015,Median,"428,000",
E09000023,Lewisham,Year ending Mar 2015,Median,"325,000",
E09000024,Merton,Year ending Mar 2015,Median,"390,000",
E09000025,Newham,Year ending Mar 2015,Median,"270,000",
E09000026,Redbridge,Year ending Mar 2015,Median,"315,000",
E09000027,Richmond upon Thames,Year ending Mar 2015,Median,"550,000",
E09000028,Southwark,Year ending Mar 2015,Median,"430,000",
E09000029,Sutton,Year ending Mar 2015,Median,"295,000",
E09000030,Tower Hamlets,Year ending Mar 2015,Median,"385,000",
E09000031,Waltham Forest,Year ending Mar 2015,Median,"331,500",
E09000032,Wandsworth,Year ending Mar 2015,Median,"535,000",
E09000033,Westminster,Year ending Mar 2015,Median,"899,000",
E12000001,North East,Year ending Mar 2015,Median,"128,500",
E12000002,North West,Year ending Mar 2015,Median,"140,000",
E12000003,Yorkshire And The Humber,Year ending Mar 2015,Median,"140,000",
E12000004,East Midlands,Year ending Mar 2015,Median,"152,000",
E12000005,West Midlands,Year ending Mar 2015,Median,"158,000",
E12000006,East of England,Year ending Mar 2015,Median,"220,000",
E12000007,London,Year ending Mar 2015,Median,"375,000",
E12000008,South East,Year ending Mar 2015,Median,"250,000",
E12000009,South West,Year ending Mar 2015,Median,"205,000",
E92000001,England,Year ending Mar 2015,Median,"200,000",
W92000065,Wales,Year ending Mar 2015,Median,"140,000",
K04000062,England And Wales,Year ending Mar 2015,Median,"197,000",
E09000001,City of London,Year ending Jun 2015,Median,"814,500",
E09000002,Barking and Dagenham,Year ending Jun 2015,Median,"227,500",
E09000003,Barnet,Year ending Jun 2015,Median,"430,000",
E09000004,Bexley,Year ending Jun 2015,Median,"264,748",
E09000005,Brent,Year ending Jun 2015,Median,"405,000",
E09000006,Bromley,Year ending Jun 2015,Median,"355,000",
E09000007,Camden,Year ending Jun 2015,Median,"675,000",
E09000008,Croydon,Year ending Jun 2015,Median,"285,000",
E09000009,Ealing,Year ending Jun 2015,Median,"404,500",
E09000010,Enfield,Year ending Jun 2015,Median,"305,000",
E09000011,Greenwich,Year ending Jun 2015,Median,"318,000",
E09000012,Hackney,Year ending Jun 2015,Median,"450,000",
E09000013,Hammersmith and Fulham,Year ending Jun 2015,Median,"725,000",
E09000014,Haringey,Year ending Jun 2015,Median,"420,000",
E09000015,Harrow,Year ending Jun 2015,Median,"386,000",
E09000016,Havering,Year ending Jun 2015,Median,"267,500",
E09000017,Hillingdon,Year ending Jun 2015,Median,"325,000",
E09000018,Hounslow,Year ending Jun 2015,Median,"327,000",
E09000019,Islington,Year ending Jun 2015,Median,"562,250",
E09000020,Kensington and Chelsea,Year ending Jun 2015,Median,"1,200,000",
E09000021,Kingston upon Thames,Year ending Jun 2015,Median,"398,000",
E09000022,Lambeth,Year ending Jun 2015,Median,"433,837",
E09000023,Lewisham,Year ending Jun 2015,Median,"335,000",
E09000024,Merton,Year ending Jun 2015,Median,"392,000",
E09000025,Newham,Year ending Jun 2015,Median,"280,000",
E09000026,Redbridge,Year ending Jun 2015,Median,"325,000",
E09000027,Richmond upon Thames,Year ending Jun 2015,Median,"555,000",
E09000028,Southwark,Year ending Jun 2015,Median,"445,000",
E09000029,Sutton,Year ending Jun 2015,Median,"303,000",
E09000030,Tower Hamlets,Year ending Jun 2015,Median,"399,250",
E09000031,Waltham Forest,Year ending Jun 2015,Median,"350,000",
E09000032,Wandsworth,Year ending Jun 2015,Median,"535,000",
E09000033,Westminster,Year ending Jun 2015,Median,"895,000",
E12000001,North East,Year ending Jun 2015,Median,"130,000",
E12000002,North West,Year ending Jun 2015,Median,"140,000",
E12000003,Yorkshire And The Humber,Year ending Jun 2015,Median,"140,500",
E12000004,East Midlands,Year ending Jun 2015,Median,"155,000",
E12000005,West Midlands,Year ending Jun 2015,Median,"159,995",
E12000006,East of England,Year ending Jun 2015,Median,"225,000",
E12000007,London,Year ending Jun 2015,Median,"380,000",
E12000008,South East,Year ending Jun 2015,Median,"254,000",
E12000009,South West,Year ending Jun 2015,Median,"209,950",
E92000001,England,Year ending Jun 2015,Median,"205,000",
W92000066,Wales,Year ending Jun 2015,Median,"142,000",
K04000063,England And Wales,Year ending Jun 2015,Median,"200,000",
E09000001,City of London,Year ending Sep 2015,Median,"823,750",
E09000002,Barking and Dagenham,Year ending Sep 2015,Median,"235,000",
E09000003,Barnet,Year ending Sep 2015,Median,"440,000",
E09000004,Bexley,Year ending Sep 2015,Median,"271,000",
E09000005,Brent,Year ending Sep 2015,Median,"400,000",
E09000006,Bromley,Year ending Sep 2015,Median,"365,000",
E09000007,Camden,Year ending Sep 2015,Median,"680,750",
E09000008,Croydon,Year ending Sep 2015,Median,"295,000",
E09000009,Ealing,Year ending Sep 2015,Median,"415,000",
E09000010,Enfield,Year ending Sep 2015,Median,"320,000",
E09000011,Greenwich,Year ending Sep 2015,Median,"331,550",
E09000012,Hackney,Year ending Sep 2015,Median,"461,000",
E09000013,Hammersmith and Fulham,Year ending Sep 2015,Median,"729,700",
E09000014,Haringey,Year ending Sep 2015,Median,"422,000",
E09000015,Harrow,Year ending Sep 2015,Median,"387,000",
E09000016,Havering,Year ending Sep 2015,Median,"279,995",
E09000017,Hillingdon,Year ending Sep 2015,Median,"339,150",
E09000018,Hounslow,Year ending Sep 2015,Median,"340,000",
E09000019,Islington,Year ending Sep 2015,Median,"575,500",
E09000020,Kensington and Chelsea,Year ending Sep 2015,Median,"1,195,625",
E09000021,Kingston upon Thames,Year ending Sep 2015,Median,"400,000",
E09000022,Lambeth,Year ending Sep 2015,Median,"450,000",
E09000023,Lewisham,Year ending Sep 2015,Median,"348,000",
E09000024,Merton,Year ending Sep 2015,Median,"396,500",
E09000025,Newham,Year ending Sep 2015,Median,"292,900",
E09000026,Redbridge,Year ending Sep 2015,Median,"340,000",
E09000027,Richmond upon Thames,Year ending Sep 2015,Median,"565,000",
E09000028,Southwark,Year ending Sep 2015,Median,"461,000",
E09000029,Sutton,Year ending Sep 2015,Median,"314,250",
E09000030,Tower Hamlets,Year ending Sep 2015,Median,"408,500",
E09000031,Waltham Forest,Year ending Sep 2015,Median,"360,000",
E09000032,Wandsworth,Year ending Sep 2015,Median,"545,000",
E09000033,Westminster,Year ending Sep 2015,Median,"876,500",
E12000001,North East,Year ending Sep 2015,Median,"130,500",
E12000002,North West,Year ending Sep 2015,Median,"142,500",
E12000003,Yorkshire And The Humber,Year ending Sep 2015,Median,"143,000",
E12000004,East Midlands,Year ending Sep 2015,Median,"157,000",
E12000005,West Midlands,Year ending Sep 2015,Median,"161,000",
E12000006,East of England,Year ending Sep 2015,Median,"230,000",
E12000007,London,Year ending Sep 2015,Median,"390,000",
E12000008,South East,Year ending Sep 2015,Median,"265,000",
E12000009,South West,Year ending Sep 2015,Median,"212,000",
E92000001,England,Year ending Sep 2015,Median,"209,500",
W92000067,Wales,Year ending Sep 2015,Median,"142,750",
K04000064,England And Wales,Year ending Sep 2015,Median,"204,000",
E09000001,City of London,Year ending Dec 2015,Median,"800,000",
E09000002,Barking and Dagenham,Year ending Dec 2015,Median,"245,500",
E09000003,Barnet,Year ending Dec 2015,Median,"450,000",
E09000004,Bexley,Year ending Dec 2015,Median,"285,000",
E09000005,Brent,Year ending Dec 2015,Median,"415,000",
E09000006,Bromley,Year ending Dec 2015,Median,"375,000",
E09000007,Camden,Year ending Dec 2015,Median,"705,000",
E09000008,Croydon,Year ending Dec 2015,Median,"306,000",
E09000009,Ealing,Year ending Dec 2015,Median,"432,000",
E09000010,Enfield,Year ending Dec 2015,Median,"331,000",
E09000011,Greenwich,Year ending Dec 2015,Median,"351,000",
E09000012,Hackney,Year ending Dec 2015,Median,"490,000",
E09000013,Hammersmith and Fulham,Year ending Dec 2015,Median,"730,000",
E09000014,Haringey,Year ending Dec 2015,Median,"439,498",
E09000015,Harrow,Year ending Dec 2015,Median,"400,000",
E09000016,Havering,Year ending Dec 2015,Median,"287,500",
E09000017,Hillingdon,Year ending Dec 2015,Median,"352,250",
E09000018,Hounslow,Year ending Dec 2015,Median,"355,000",
E09000019,Islington,Year ending Dec 2015,Median,"580,000",
E09000020,Kensington and Chelsea,Year ending Dec 2015,Median,"1,175,000",
E09000021,Kingston upon Thames,Year ending Dec 2015,Median,"413,500",
E09000022,Lambeth,Year ending Dec 2015,Median,"460,000",
E09000023,Lewisham,Year ending Dec 2015,Median,"360,000",
E09000024,Merton,Year ending Dec 2015,Median,"420,000",
E09000025,Newham,Year ending Dec 2015,Median,"310,000",
E09000026,Redbridge,Year ending Dec 2015,Median,"350,000",
E09000027,Richmond upon Thames,Year ending Dec 2015,Median,"577,750",
E09000028,Southwark,Year ending Dec 2015,Median,"475,000",
E09000029,Sutton,Year ending Dec 2015,Median,"320,250",
E09000030,Tower Hamlets,Year ending Dec 2015,Median,"425,000",
E09000031,Waltham Forest,Year ending Dec 2015,Median,"372,000",
E09000032,Wandsworth,Year ending Dec 2015,Median,"560,000",
E09000033,Westminster,Year ending Dec 2015,Median,"890,000",
E12000001,North East,Year ending Dec 2015,Median,"132,500",
E12000002,North West,Year ending Dec 2015,Median,"145,000",
E12000003,Yorkshire And The Humber,Year ending Dec 2015,Median,"145,000",
E12000004,East Midlands,Year ending Dec 2015,Median,"160,000",
E12000005,West Midlands,Year ending Dec 2015,Median,"164,000",
E12000006,East of England,Year ending Dec 2015,Median,"238,000",
E12000007,London,Year ending Dec 2015,Median,"400,000",
E12000008,South East,Year ending Dec 2015,Median,"273,500",
E12000009,South West,Year ending Dec 2015,Median,"216,000",
E92000001,England,Year ending Dec 2015,Median,"212,500",
W92000068,Wales,Year ending Dec 2015,Median,"144,950",
K04000065,England And Wales,Year ending Dec 2015,Median,"208,000",
E09000001,City of London,Year ending Mar 2016,Median,"795,000",
E09000002,Barking and Dagenham,Year ending Mar 2016,Median,"255,000",
E09000003,Barnet,Year ending Mar 2016,Median,"455,000",
E09000004,Bexley,Year ending Mar 2016,Median,"295,000",
E09000005,Brent,Year ending Mar 2016,Median,"425,000",
E09000006,Bromley,Year ending Mar 2016,Median,"385,000",
E09000007,Camden,Year ending Mar 2016,Median,"740,000",
E09000008,Croydon,Year ending Mar 2016,Median,"319,950",
E09000009,Ealing,Year ending Mar 2016,Median,"445,000",
E09000010,Enfield,Year ending Mar 2016,Median,"350,000",
E09000011,Greenwich,Year ending Mar 2016,Median,"365,000",
E09000012,Hackney,Year ending Mar 2016,Median,"515,000",
E09000013,Hammersmith and Fulham,Year ending Mar 2016,Median,"737,025",
E09000014,Haringey,Year ending Mar 2016,Median,"445,000",
E09000015,Harrow,Year ending Mar 2016,Median,"415,000",
E09000016,Havering,Year ending Mar 2016,Median,"300,000",
E09000017,Hillingdon,Year ending Mar 2016,Median,"365,000",
E09000018,Hounslow,Year ending Mar 2016,Median,"375,000",
E09000019,Islington,Year ending Mar 2016,Median,"590,000",
E09000020,Kensington and Chelsea,Year ending Mar 2016,Median,"1,200,000",
E09000021,Kingston upon Thames,Year ending Mar 2016,Median,"429,000",
E09000022,Lambeth,Year ending Mar 2016,Median,"475,000",
E09000023,Lewisham,Year ending Mar 2016,Median,"368,000",
E09000024,Merton,Year ending Mar 2016,Median,"440,000",
E09000025,Newham,Year ending Mar 2016,Median,"325,000",
E09000026,Redbridge,Year ending Mar 2016,Median,"360,000",
E09000027,Richmond upon Thames,Year ending Mar 2016,Median,"590,000",
E09000028,Southwark,Year ending Mar 2016,Median,"487,500",
E09000029,Sutton,Year ending Mar 2016,Median,"330,000",
E09000030,Tower Hamlets,Year ending Mar 2016,Median,"440,000",
E09000031,Waltham Forest,Year ending Mar 2016,Median,"390,000",
E09000032,Wandsworth,Year ending Mar 2016,Median,"589,938",
E09000033,Westminster,Year ending Mar 2016,Median,"920,000",
E12000001,North East,Year ending Mar 2016,Median,"132,000",
E12000002,North West,Year ending Mar 2016,Median,"145,000",
E12000003,Yorkshire And The Humber,Year ending Mar 2016,Median,"145,000",
E12000004,East Midlands,Year ending Mar 2016,Median,"160,000",
E12000005,West Midlands,Year ending Mar 2016,Median,"164,995",
E12000006,East of England,Year ending Mar 2016,Median,"240,000",
E12000007,London,Year ending Mar 2016,Median,"418,000",
E12000008,South East,Year ending Mar 2016,Median,"279,000",
E12000009,South West,Year ending Mar 2016,Median,"219,000",
E92000001,England,Year ending Mar 2016,Median,"215,000",
W92000069,Wales,Year ending Mar 2016,Median,"145,000",
K04000066,England And Wales,Year ending Mar 2016,Median,"210,000",
E09000001,City of London,Year ending Jun 2016,Median,"799,750",
E09000002,Barking and Dagenham,Year ending Jun 2016,Median,"265,000",
E09000003,Barnet,Year ending Jun 2016,Median,"460,000",
E09000004,Bexley,Year ending Jun 2016,Median,"310,000",
E09000005,Brent,Year ending Jun 2016,Median,"425,000",
E09000006,Bromley,Year ending Jun 2016,Median,"399,000",
E09000007,Camden,Year ending Jun 2016,Median,"748,550",
E09000008,Croydon,Year ending Jun 2016,Median,"325,000",
E09000009,Ealing,Year ending Jun 2016,Median,"451,500",
E09000010,Enfield,Year ending Jun 2016,Median,"360,000",
E09000011,Greenwich,Year ending Jun 2016,Median,"375,000",
E09000012,Hackney,Year ending Jun 2016,Median,"521,050",
E09000013,Hammersmith and Fulham,Year ending Jun 2016,Median,"742,250",
E09000014,Haringey,Year ending Jun 2016,Median,"455,000",
E09000015,Harrow,Year ending Jun 2016,Median,"424,950",
E09000016,Havering,Year ending Jun 2016,Median,"311,000",
E09000017,Hillingdon,Year ending Jun 2016,Median,"375,000",
E09000018,Hounslow,Year ending Jun 2016,Median,"387,500",
E09000019,Islington,Year ending Jun 2016,Median,"600,000",
E09000020,Kensington and Chelsea,Year ending Jun 2016,Median,"1,200,000",
E09000021,Kingston upon Thames,Year ending Jun 2016,Median,"440,000",
E09000022,Lambeth,Year ending Jun 2016,Median,"493,750",
E09000023,Lewisham,Year ending Jun 2016,Median,"380,000",
E09000024,Merton,Year ending Jun 2016,Median,"450,000",
E09000025,Newham,Year ending Jun 2016,Median,"334,570",
E09000026,Redbridge,Year ending Jun 2016,Median,"370,000",
E09000027,Richmond upon Thames,Year ending Jun 2016,Median,"599,973",
E09000028,Southwark,Year ending Jun 2016,Median,"500,000",
E09000029,Sutton,Year ending Jun 2016,Median,"335,000",
E09000030,Tower Hamlets,Year ending Jun 2016,Median,"450,000",
E09000031,Waltham Forest,Year ending Jun 2016,Median,"400,000",
E09000032,Wandsworth,Year ending Jun 2016,Median,"605,000",
